;clip_index;movie_id;annotator;label;concepts;comment;start_frame;end_frame;imdb_key;movie_title;framerate;subtitle;start_clip;end_clip
4425;id_221;11;annotator2;Hard Negative;['Body', 'Clothing', 'Activities'];[];184869;185421;tt1454029;The Help;23.976; That's a milehigh meringue, Miss Celia. [giggles] Please. Thank you. Ooh. You remember to check the thighs? Mmhm. Cooked clean through. Ain't pink in the middle?;11554;11588
4426;id_222;11;annotator2;Easy Negative;[];[];185422;185760;tt1454029;The Help;23.976; Mmhm. Cooked clean through. Ain't pink in the middle? Uhuh. Just the way you taught me. Looky here. [Aibileen] That table of food gave Minny the strength she needed.;11588;11609
4427;id_223;11;annotator2;Hard Negative;['Type of shot', 'Body', 'Appearance'];[];185761;186083;tt1454029;The Help;23.976; She took her babies out from under Leroy and never went back. [Aibileen] What are all these cars doing out here? Are we late? No, we ain't late.;11610;11630
4428;id_224;11;annotator2;Hard Negative;['Clothing'];[];186084;187454;tt1454029;The Help;23.976; No, we ain't late. Why ain't you singing? We got to worry about getting in there and getting our seats. Come on now, we late! [applause] Who we clapping for? Honey, we clapping for you! Come on down, Sister Clark! Come on. [crowd cheering, chattering] Come on. All right, all right. Now, uh... this is an important time in our community.;11630;11715
4429;id_225;11;annotator2;Hard Negative;['Type of shot', 'Body', 'Posture'];[];187455;188686;tt1454029;The Help;23.976; And we have to thank you for what you have done. [crowd murmuring in agreement] Now... We know you couldn't put your name in here, so we all signed our own. Thank you. [chuckles] Come on, now. Come on. [cheers and applause] [cheering louder];11715;11792
4430;id_226;11;annotator2;Easy Negative;[];[];188687;191030;tt1454029;The Help;23.976; [Aibileen] Churches over two counties signed our books. All for you and me. It's beautiful. What's wrong? I got a job offer from Harper and Row in New York. Congratulations! I'm not taking it. What you mean you're not taking it? I can't just leave you two here when things are getting bad from the mess that I created. No. If bad things happen, ain't nothing you can do about it. And now it's for a reason we can be proud of. I don't mean to rub salt in your wound, but you ain't got a good life here in Jackson. Plus, your mama's getting better. You ain't got nothing left here but enemies in the Junior League. You done burned every bridge there is. And you ain't never gonna get another man in this town. Everybody know that. [laughing] So don't walk your white butt to New York, run it! Looky here, Miss Skeeter. I'm gonna take care of Aibileen. And she's gonna take care of me. Go find your life, Miss Skeeter.;11792;11939
4431;id_227;11;annotator2;Not Sure;['Activities'];[];191031;193281;tt1454029;The Help;23.976; Go find your life, Miss Skeeter. [laughing] [Elizabeth] Aibileen, can you come in here, please? Good morning. Aibileen, the silver I lent Elizabeth last week. It not polished good? Humidity been fighting me on polishing day. When you returned it, three pieces were missing from the felt wrapper. A fork and two spoons. [breathing heavily] Let me... Let me go check in the kitchen. Maybe I left some behind. You know as well as I do that silver's not in the kitchen. You check in Mae Mobley's bed? Since the Lil Man was born, she been putting things... Do you hear her, Elizabeth? She's trying to blame it on a toddler. I ain't got no silver. She says she doesn't have them. Then it behooves me to inform you that you are fired, Aibileen. And I'll be calling the police. Aibee, my throat hurts. I'll go get some syrup, Miss Leefolt. Elizabeth can take care of her own children.;11939;12080
4432;id_228;11;annotator2;Hard Negative;['Activities'];[];193282;196889;tt1454029;The Help;23.976; I'll go get the cough syrup. Come here, Lil Man. I'm OK. I didn't steal no silver. Maybe I can't send you to jail for what you wrote, but I can send you for being a thief. I know something about you. Don't you forget that. From what Yule Mae says, there's a lot of time to write letters in jail. Plenty of time to write the truth about you. And the paper is free. Nobody will believe what you wrote! I don't know! I been told I'm a pretty good writer. Already sold a lot of books. [footsteps approaching] Call the police, Elizabeth. [gasps] All you do is scare and lie to try to get what you want. [Elizabeth] Aibileen, stop! You a godless woman. Ain't you tired, Miss Hilly? Ain't you tired? Aibileen, you have to go now. Don't go, Aibee. Baby, you need to get back to bed. Please don't leave. I gots to, baby. I am so sorry. Are you going to take care of another little girl? No, that's not the reason. I don't want to leave you, but it's time for me to retire. You're my last little girl. No! Baby. Baby. I need you to remember everything I told you, OK? OK. You remember what I told you? You is kind. You is smart. You is important. That's right, Baby Girl. Don't go, Aibee. I gots to, baby. You give my sweet girl a chance.;12080;12305
4433;id_229;11;annotator2;Hard Negative;['Body', 'Exp of emotion'];[];196890;198195;tt1454029;The Help;23.976; [Aibileen] Mae Mobley was my last baby. In just ten minutes, the only life l knew was done. [screaming] Aibee! [Mae Mobley screaming] God says we need to love our enemies. [Mae Mobley] No! It hard to do. [yelling] But it can start by telling the truth. No one had ever asked me what it felt like to be me. Once I told the truth about that...;12305;12387
4434;id_230;11;annotator2;Hard Negative;['Type of shot', 'Body'];[];198196;199937;tt1454029;The Help;23.976; ...I felt free. And I got to thinking about all the people l know. And the things I seen and done. My boy, Treelore, always said we going to have a writer in the family one day. I guess it's gonna be me.;12387;12496
4435;id_231;11;annotator2;Easy Negative;[];[];199938;210178;tt1454029;The Help;23.976;;12496;13136
4436;id_0;7;annotator1;Easy Negative;[];['Opening logo'];0;461;tt1568346;The Girl with the Dragon Tattoo;23.976;;0;28
4437;id_1;7;annotator1;Easy Negative;[];[];462;1423;tt1568346;The Girl with the Dragon Tattoo;23.976; What kind is it? I don't know. White? And the frame? Dark. Postmark? Same as last time. And no note. No. I'm so sorry, Henrik.;28;88
4438;id_2;7;annotator1;Not Sure;['Body', 'Activities'];['Pretty violent motifs with opening credits scene'];1424;4784;tt1568346;The Girl with the Dragon Tattoo;23.976; Ahahahhah We come from the land Of the ice and snow From the midnight sun Where the hot springs blow The hammer of the gods Will drive our ships to new lands To fight the horde And sing and cry Valhalla, I am coming On we sweep with Threshing oar Our only goal Will be the western shore Ahahahhah We come from the land Of the ice and snow From the midnight sun Where the hot springs ï¬ow How soft your fields, so green Can whisper tales of gore Of how we calmed The tides of war We are your overlords On we sweep with Threshing oar Our only goal Will be the western shore So now you better stop And rebuild all your ruins For peace and trust Can win the day Despite of all you're losin' Oh Ohoh, ohoh, oh Ohoh, ohoh, oh Ohoh, ohoh, oh Ohoh, ohoh, oh N;89;298
4439;id_3;7;annotator1;Easy Negative;[];[];4785;7641;tt1568346;The Girl with the Dragon Tattoo;23.976; Will you appeal? What is this? The media event of the year? Don't try to play it down, Mikael. It won't work. Don't try to play it up. That won't work either. Mikael, can we get a quote? Mikael, will you appeal? Yes. I'll appeal to you, Viggo. Up until today, Mr. Blomkvist was able to play the victim, the brave journalist going up against the bad guy. I don't know why malicious intent couldn't be proven. When you call a guy a criminal... If you want to say these things... Mikael Blomkvist likes publicity. There's really no greater disgrace for a journalist than libel. ... was found guilty today on 16 counts of aggravated libel. Can I get that sandwich there? And a black coffee. In an article published earlier this year, Blomkvist claimed, WennerstrÃ¶m, founder and president of the WennerstrÃ¶m Group, used state funds intended for industrial development in Poland in an arms deal with the rightwing UstaÅ¡e in Croatia. I have nothing against Mr. Blomkvist. He's a fine journalist, who I don't believe is guided by malice. But what he wrote was inaccurate. And inaccuracies can't go unanswered. All journalists have to accept, like the rest of us, actions have consequences. Blomkvist was ordered to pay 600,000 Swedish kronor in damages and all court costs. Can I get a packet of Marlboro Red and a lighter? Tsk. Yeah.;299;477
4440;id_4;7;annotator1;Hard Negative;['Clothing', 'Activities'];[];7642;8908;tt1568346;The Girl with the Dragon Tattoo;23.976; Where have you been? Walking. Thinking. Smoking? Yeah. Just one. TV4 called. I told them no statement until we've read the judgment in its entirety. Well, I have. Anyone else? Everyone who wants to see you humiliated. Been on the phone all morning? I'm as much to blame. You are? You wrote it? I read it. I ran it. Not the same. Our credibility isn't dead yet. Mine is. I'm tired. I'm gonna go home, crawl under the duvet for a week. I'll call Greger, tell him I'm not coming home. Thank you.;477;556
4441;id_5;7;annotator1;Hard Negative;['Speech', 'Look'];[];8909;12938;tt1568346;The Girl with the Dragon Tattoo;23.976; It's possible we could wait forever. You called her and spoke to her? I'm afraid that doesn't mean much. No one here particularly likes her. I find it's much better if she works from home. But you told her I wanted to meet with her. I've told her many times I prefer her not to meet clients. You like her? Very much. She's one of the best investigators I have, as you saw from her report. But? I'm concerned you won't like her. Mm. She's different. In what way? In every way. Miss Salander is here. Lisbeth. Mr. Dirch Frode. How do you do? Something wrong with the report? No, it was quite thorough. But I'm also interested in what's not in it. There's nothing not in it. Your opinion of him isn't. I'm not paid to give my opinion. So you don't have one? He's clean, in my opinion. You mean he's hygienic? He's who he presents himself to be. In his business, that's an asset. Well, there's less in his asset column after his conviction today. True. He made a fool of himself. If it happened that way. Are you suggesting that he was set up? That was never part of my assignment. But you're right. He did make a fool of himself professionally. How much of a fool did he make of himself financially? The judgment will just about empty his savings. Moment. Your report is light in another area. His personal life. Anything you chose not to disclose? Nothing that warranted inclusion. Does that mean yes or no? I think what Miss Salander means, and I agree, is that everyone has a right to a certain amount of privacy, even if they're being investigated. Not in this case. I need to know anything about him I might find unsavory, even if she doesn't. He's had a longstanding sexual relationship with his coeditor of the magazine. It wrecked his marriage but not hers. Sometimes he performs cunnilingus. Not often enough, in my opinion. No, you're right not to include that. I know.;556;808
4442;id_6;7;annotator1;Easy Negative;[];[];12939;14253;tt1568346;The Girl with the Dragon Tattoo;23.976;;808;890
4443;id_7;7;annotator1;Easy Negative;[];[];14254;16591;tt1568346;The Girl with the Dragon Tattoo;23.976;" You needed a better attorney. You needed your sister. She offered. He declined. As she hoped. Never a good idea. Mixing family and business. I would've lost anyway. It wasn't about Mikael. It was about WennerstrÃ¶m sending a message to the press and the FSA, saying, ""Don't ask questions."" Cheer up. Dad. Nilla, you don't have to worry about me. Mom's worried. About me? About the money. Good evening.";890;1036
4444;id_8;7;annotator1;Easy Negative;[];[];16592;18423;tt1568346;The Girl with the Dragon Tattoo;23.976; Nilla? What are you doing? Nothing. Are you serious? I don't wanna talk about it since I know you won't approve. Of, um...? Nilla. Light of Life. Light of what? Herr Blomkvist. Yea h. Forgive me for intruding on Christmas. My name is Dirch Frode. I'm an attorney. I represent Henrik Vanger. Perhaps you've heard of him? Yeah, of course I have. He'd love to talk to you about a private matter. This is an awkward moment. Oh, I'm sorry. I'm about to sit down to a Christmas dinner myself. No, that's not exactly what I meant. You're referring to your recent legal problems. That has provided us with much amusement. I'm sorry? Herr Vanger has little love for Herr WennerstrÃ¶m either. Have him call me. But he would love to speak to you in person, if possible. Up north. In Hedestad. That's not gonna be possible. Herr Blomkvist, he's far too old to go to Stockholm. Please. Be so kind as to consider. Hedestad is lovely in the winter. I'll call you back on this number. Okay?;1037;1151
4445;id_9;7;annotator1;Sure;['Body', 'Appearance', 'Posture'];[];18424;19342;tt1568346;The Girl with the Dragon Tattoo;23.976; Usually when I wake up in a cold bed it's at home. I'm sorry. What are you doing? I'm writing a press release. Saying? You're taking over as publisher, you're very sorry for any nuisance Mr . WennerstrÃ¶m was caused, and I can't be reached for comment. Are you giving up? Stepping aside. This makes me sick.;1151;1208
4446;id_10;7;annotator1;Easy Negative;[];[];19343;23527;tt1568346;The Girl with the Dragon Tattoo;23.976;" First time in Hedestad? And the last. Oh, don't say that. It's lovely in the spring. You said it would be lovely in the winter. Well, this is unseasonable. Well, I'll be on the 4:30 train back to Stockholm. Unless we get snowed in. I'm joking... You'll be home tonight, if that's what you wish. Welcome. Come inside. It's warm. How do you do? So, what do you know about me? You used to run one of the largest industrial firms in the country. ""Used to."" That's correct. Oh, I didn't mean that. Should I stay? No. My grandfather forged the tracks that the 4:30 train will take you home on. We stitched this country together. We made the steel, milled the lumber that built modern Sweden. And what do you think our most profitable product now is? Fertilizer. Heh, heh. I'm not obsessed by the declining health of the company. But I am with the settling of accounts. And the clock is ticking. I need your help. I'm... Doing what? Officially, assisting with my memoirs. But what you'll really be doing is solving a mystery by doing what you do so well. Your recent legal mishap notwithstanding. You will be investigating thieves, misers, bullies, the most detestable collection of people that you will ever meet. My family.";1208;1470
4447;id_11;7;annotator1;Easy Negative;[];[];23528;24280;tt1568346;The Girl with the Dragon Tattoo;23.976; Would you like to sit? I could possibly clear a place if necessary. Did you make it? Have you something for me? I am on welfare, I do not administer it. This is not enough. Only one thing left to do I can hurt someone like you Tear you out For all to see these lies N No, thank you.;1470;1517
4448;id_12;7;annotator1;Sure;['Clothing', 'Posture', 'Look'];[];24281;24437;tt1568346;The Girl with the Dragon Tattoo;23.976; This is Harriet. The granddaughter of my brother Richard.;1517;1527
4449;id_13;7;annotator1;Easy Negative;[];[];24438;25123;tt1568346;The Girl with the Dragon Tattoo;23.976;" The granddaughter of my brother Richard. Richard was a Nazi of the first order, joining the Nationalist Socialist Freedom League when he was 17. Isn't it interesting how fascists always steal the word ""freedom""? Heh, heh. Oh, the 4:30. Yes, I know. Okay. Anyway, Richard died a martyr to the Nazi cause in 1940. Missed all the real excitement.";1527;1570
4450;id_14;7;annotator1;Hard Negative;['Speech', 'Look'];"['talking about beating his wife and son while showing picture of lovley woman; ladies man']";25124;25670;tt1568346;The Girl with the Dragon Tattoo;23.976; Missed all the real excitement. But not the opportunity to regularly beat his wife, Margareta, and their son, Gottfried. Now, Gottfried, Harriet's father, was what they used to call a goodtime Charlie. They still call them that. Do they? Okay. He was a charmer, a ladies' man and a drunk. In other words, a born salesman. Which he did for the company, traveling around and taking clients out to dinner.;1570;1604
4451;id_15;7;annotator1;Hard Negative;['Speech'];['Isabella useless'];25671;26094;tt1568346;The Girl with the Dragon Tattoo;23.976; traveling around and taking clients out to dinner. Well, somebody's gotta do it. That's right. Anyway, ahem, he died in 1965. Drowned, drunk, here on the island. His wife, Isabella, who had been pretty much useless as a parent before, became even more so after his death, which is when I began looking after the children.;1604;1630
4452;id_16;7;annotator1;Sure;['Speech', 'Look'];['Hariette, smart, beautiful, murdered'];26095;26815;tt1568346;The Girl with the Dragon Tattoo;23.976; which is when I began looking after the children. Martin, who runs Vanger Industries, now that I'm retired. That's right, I Googled him. And Harriet. Ah. She was bright, curious, a winning combination in any person. And beautiful. Yeah. Something happened to her? Someone in the family murdered Harriet, and for the past 40 years, has been trying to drive me insane.;1630;1675
4453;id_17;7;annotator1;Easy Negative;[];[];26816;29722;tt1568346;The Girl with the Dragon Tattoo;23.976; It was September 24th, 1966. A Saturday. Harriet was 16. My brothers and their wives and their children and grandchildren were all gathered here for our loathsome annual board meeting and dinner. It was also the day the yacht club held their autumn parade. Harriet, with one or two school friends, went into town to see it. She returned a little after 2:00. She came into the parlor. She asked if she could talk to me. I honestly don't remember what I was doing that I thought was more important, but I told her to give me a few minutes. It was during those few minutes that something else occurred. The accident had nothing to do with Harriet, and yet everything. Heh. It was chaos as everybody put down what they were doing. Police, ambulance, fire brigade, reporters, photographers, onlookers all quickly arrived from town just as we on the island, the family, hurried to the bridge from our side. The driver of the car, a man named Aronsson, was pinned and severely injured. We tried desperately to pry him loose with our hands since metal tools might spark. It was an hour after the crash that Harriet was in the kitchen. Anna herself saw her. Well, we finally got poor Aronsson out of his car and off to the hospital. Just as we from our side slowly drifted back to the house. The sun was down, the excitement over. We sat down to dinner. It was then that I noticed. Harriet wasn't there. And she wasn't there the next morning. Or the next. Or the next 40 years.;1676;1857
4454;id_18;7;annotator1;Easy Negative;[];[];29723;31813;tt1568346;The Girl with the Dragon Tattoo;23.976; Or the next 40 years. What was she going to tell me? Why didn't I make time for her? Why didn't I listen? And she couldn't have just run away? No. Not without being seen. The firemen stayed out all night on the bridge pumping up gasoline. No one swam across or took a boat. All the boats were still tied up on this side Sunday. Believe me, I checked. She couldn't have just fallen and drowned? No. The currents aren't strong here. Anything that falls in the water turns up. Like her father. His body didn't drift more than 10 meters when he drowned the year before. Oh, no. Someone killed her. Someone on the island that day. Someone close enough to know what she used to give me each year on my birthday. Those are from her. And the rest, from her killer. Who knows about these? There's me, the police, the killer, and now you.;1857;1988
4455;id_19;7;annotator1;Easy Negative;[];[];31814;33969;tt1568346;The Girl with the Dragon Tattoo;23.976; After the police investigation evaporated, I kept at it, studying all the information there was. I have spent half my life examining the events of a single day. I understand your frustration, but what you're asking me to do, it's a waste of money. But we haven't discussed your fee. We don't need to. Thank you. I can't find something you've been unable to find in 40 years. You don't know that. You have a very keen investigative mind. Here's what I propose: You come stay on the island. I have a nice little cottage by the water you can use. You study the material I send you. You find something I've missed or you don't. What you're asking me to do is set aside my life and career for... Think of this as a welldeserved holiday. A way of avoiding all those people that you might want to avoid right now. As for compensation, I'll pay you double your salary for as many months as it takes. Quadruple it if you solve the mystery. Herr Vanger... I'm not done. I will throw in one more thing, even though you're a terrible negotiator. It's something you want more than anything else, and it can't be bought at any price. So let me give it to you. HansErik WennerstrÃ¶m. He began his career working for me, and I have followed it with interest, shall we say, ever since. You were right about him. You just couldn't prove it.;1988;2123
4456;id_20;7;annotator1;Easy Negative;[];[];33970;34424;tt1568346;The Girl with the Dragon Tattoo;23.976;;2123;2151
4457;id_21;7;annotator1;Hard Negative;['Speech', 'Activities'];['somewhat demeaning'];34425;35719;tt1568346;The Girl with the Dragon Tattoo;23.976; We're in the middle of the worst crisis ever, and you're writing a memoir. You fired me. I need something to do. You fired you. I need you here, not the North Pole. Mikael, you know what this is going to look like. Like I've been gutted. I'm running away. I am. WennerstrÃ¶m wants to see me wave a white flag, not a red flag. If it looks like there's a problem between us, it'll satisfy him. There is a problem between us. He won't be satisfied until he shuts us down. You're leaving me to fight him alone. It's four hours by train. It's not the North Pole.;2151;2232
4458;id_22;7;annotator1;Easy Negative;[];[];35720;36960;tt1568346;The Girl with the Dragon Tattoo;23.976; Hey, hey...;2232;2309
4459;id_23;7;annotator1;Easy Negative;[];[];36961;40041;tt1568346;The Girl with the Dragon Tattoo;23.976; Network busy. Please try again later. Network busy. Please try again later. What? Some milk? Network busy. Please try again later. Oh, yeah. These as well.;2310;2502
4460;id_24;7;annotator1;Easy Negative;[];[];40042;40839;tt1568346;The Girl with the Dragon Tattoo;23.976; You're Mr. Palmgren's daughter? His ward. He doesn't have a daughter. Please. He's had severe cerebral hemorrhaging, either from the fall itself or from a stroke that led to the fall. His blood pressure is still high. I'm hopeful he'll regain consciousness, but that's not assured. And it's possible, even if he does, that there will be neurological damage.;2502;2552
4461;id_25;7;annotator1;Easy Negative;[];[];40840;45161;tt1568346;The Girl with the Dragon Tattoo;23.976; that there will be neurological damage. Oh, jeez. Hi. I'm Gunnar. The caretaker. Oh, hey, Gunnar. Come in. Okay. You want to put it in there? Okay. You're an author. Well, I'm doing a biography of Herr Vanger. Oh. I saw you on television. That's unfortunate. Bit of trouble, I guess. No jail time though. That's good. No. Cost you a lot of money though, yeah? There. The entire island is owned by my family. Your closest neighbor is my brother Harald, another Nazi, if you can believe. Two in the family. Oh, yes, he's quite detestable, to put it nicely. But you'll probably never see him. He's a recluse. He was there that day? Indeed, he was. His daughter, Cecilia, lives over there. They don't speak. Does anybody speak to anybody on this island? Ha, ha. Actually, Isabella, Harriet's mother, who lives there, she speaks to Harald, which is one of the reasons I don't speak to her. Right. Cecilia's brother, Birger, lives over there. Who doesn't he speak to? You, probably. But you wouldn't want him to. He can be just as unpleasant as Harald. Quickly losing track of who's who here. Hohoho. How you'll wish it were always so. Soon you will know us all only too well, with my apologies. Now, out there, my grandnephew Martin's house, Harriet's brother. Who speaks to him? I speak to him. He runs the company now, as I think I told you. Oh. Someone's shooting his dinner. Gunnar, probably. Oh, yes, I met him earlier. He was 19 when Harriet disappeared. Well, he lives over there. And you live there. Sorry? Your house. Oh. Ha. Oh, yes. Yes, you're right. The man who hires the detective should always be kept on the suspects list.;2552;2822
4462;id_26;7;annotator1;Easy Negative;[];[];45162;51273;tt1568346;The Girl with the Dragon Tattoo;23.976; should always be kept on the suspects list. Her mother. But what about the search? Please. Please. I beg you. The fact that I never found a body was not surprising. You can't dig up an entire island. But neither could I find the motive. Was it spontaneous? Was it calculated? Did she know something someone wished she didn't? Was it about business? Business? Well, she was 16. And very bright. Henrik told me and many others he could easily see her running the company one day. She was with some friends that day at a parade. She told them she was feeling unwell. She left early. But they also told me she kept secrets from them too. The main thing I learned was that teenage girls are complicated. I have one. Oh, then you know. I wanted to, uh, ahem, ask you about this. She received that from Henrik the Christmas before. I've studied it more times than I can say. I know every page of it. It's the last page I was curious about. As was I. It's a list of names, numbers and it must have some significance. All local phone numbers. The first belonged to a woman, Margot, whose mother was Magda, who denied knowing Harriet. The fourth, R.L., belonged to Rosmarie Larsson, an elderly woman who died some years before. The other three were not connected in any way that I could find. I reminded you of things you'd rather forget, and I'm sorry. I can't forget. It's my Rebecka case. Uh, I don't know what that is. Every policeman has at least one unsolved case to obsess over. Back then we had an Officer Torstensson. Year after year, he kept going back to this Rebecka case. Taking out the files, studying them over and over. We were young. We laughed at him. And that was also a missinggirl case? No, no, no, that's not why I mention it. I'm talking about the soul of a policeman. Poor old Torstensson never solved it. And he never let it go.;2822;3204
4463;id_27;7;annotator1;Sure;['Speech', 'Look'];[];51274;54586;tt1568346;The Girl with the Dragon Tattoo;23.976; So how's Mr. Palmgren doing? I heard he had a stroke of some kind? Huh? It's terrible. Now, what exactly do you do at this security company? Make coffee, sort mail. But not fulltime. Not even parttime consistently. They somehow got along without coffee or mail in July and August? How much do you make there? Enough. How much is your rent? I Pay my rent. And when was the last time you were late? Never. You think that thing through your eyebrow makes you attractive? Here's the problem. There's a discrepancy between the obligation of Mr. Palmgren's guardianship and the management of your finances. There's no discrepancy. It was clear I could manage my own finances. That is not clear to me. I'm not a child. You are not. But you were. And between then and now, you were committed to the locked ward of St. Stefan's where you continued to display violent aggression. And you failed to adapt to four foster homes, arrested twice for intoxication, twice for narcotics, again for assault, smashing a bottle into a man's face. And it's not even that long ago. You may have conned Mr. Palmgren into thinking that you have changed, but when I'm looking at this, not to mention the way you're looking at me now, I don't think you have. So the good old Mr . Palmgren days are over. Starting now, you will be given a monthly allowance. You'll provide me with receipts for your expenses. If the numbers don't balance, I assume the difference is going to drugs. I've taken care of myself since I was 10. The state has taken care of you. Miss Salander, please, look at me, this is important. Since your behavior is elaborately documented in here, it will shock no one if I chose an alternative to the very lenient arrangement I have just outlined. Would you prefer institutionalization?;3204;3411
4464;id_28;7;annotator1;Easy Negative;[];[];54587;54984;tt1568346;The Girl with the Dragon Tattoo;23.976;;3411;3436
4465;id_29;7;annotator1;Easy Negative;[];[];54985;55795;tt1568346;The Girl with the Dragon Tattoo;23.976; Yes. I'm Liv. Oh, hi. We're going to the same place. Hop in. Oh, good, thank you. I found him at death's door, halfway up the hill. I'm afraid I'm a little out of shape. It's a climb for anyone. I should've warned you. Come in. Thank you, Martin. Henrik says great things about you. Mmm. Martin? Smells wonderful. No. Leave your shoes on. What are we drinking?;3436;3487
4466;id_30;7;annotator1;Hard Negative;['Voice', 'Clothing', 'Speech'];[];55796;58850;tt1568346;The Girl with the Dragon Tattoo;23.976; What are we drinking? What a place. Look at that view. I used to work in the company's petrochemical division in GÃ¶teborg. When it was sold, I went with it. A dark day. I live in Hong Kong, but come back to Stockholm for family events. And I drive up to spend a couple of days with Martin. It's just the moose steak she wants. Who can blame her? It's wonderful. Something's left open. Do you like this wine, or you want to try something else? No, no, it's fine. You're writing a book now, Martin said. Henrik's biography. I love Henrik. He's fascinating. Martin too. Together they are the old Sweden and the new. Yes, they are. You know about Harriet, right? You don't? Yes, I do. The family doesn't want to talk about it, but it can't be swept under the rug. What can't? Harriet. We can talk about it later. Uh... We can talk about it now. Liv knows everything about my crazy family. That's why she'll never marry me. That's one reason. I don't want to read about that in the book. Everything else is fine. Harriet certainly. You know, everything changed after that. Not just the family, but the company as well. How so? We're not Ericsson or Nordea. But we're still the largest familyowned company in the country. At our height we had 40,000 employees. We have half of that now. And that downward slide began after my sister's death. It broke Henrik's entrepreneurial spirit and his heart. Uh... You were here that day? I came in later, after the accident on the bridge, with the 4:30 train. I know it well. A terrible day. And the days after, you know? Searching, not finding. Even worse. This event, Mikael, it has to have a big part in your book.;3487;3678
4467;id_31;7;annotator1;Hard Negative;['Activities'];['violent theft'];58851;60826;tt1568346;The Girl with the Dragon Tattoo;23.976; I got a call from social welfare. I've been assigned a new guardian.;3678;3801
4468;id_32;7;annotator1;Hard Negative;['Appearance'];['appearance in snow storm'];60827;63612;tt1568346;The Girl with the Dragon Tattoo;23.976; Hi. Hello. I thought I'd come over and say hello. I'm Cecilia. Oh, yes. Please, come in. Can I get you some coffee? No, thank you. We are all uncomfortable with the idea of a chronicle of our family. It's not about the family. It's about Henrik and the company. Like I said. It's not my intention to present a malicious portrait of anyone. Unlike the one that landed you in court. Unlike that one, yes. So you're not really here to find out what happened to Harriet. I can't ignore such a dramatic event, but, no, that's by no means my focus. Those boxes that Gunnar carted down here, which are where, in the closet now? Those weren't Henrik's investigation? I wonder sometimes who's crazier, my Nazi father or my obsessed uncle. Since we're talking about her, since you brought her up, what was she like? What was Harriet like? I'm sure Henrik has told you. He was my age back then. He couldn't know what was really going on with a teenager. You were the same age. My sister Anita was closer to her in age. She knew Harriet better than anyone. You should talk to her. I'd love to. Where is she? If I had to guess, London. You don't know where your sister lives? I haven't seen her in years. We never really got along. I'm getting used to that comment. She hates this place more than I do. She left. Moved to London, that was it. You couldn't pay her to send a Christmas card, much less visit. I'll track her down for you. If you do, and try talking to her about us, don't be surprised if she tells you to fuck oh'.;3801;3975
4469;id_33;7;annotator1;Easy Negative;[];[];63613;63904;tt1568346;The Girl with the Dragon Tattoo;23.976; You're backed up, aren't you? Hard drive at home, yeah. Okay. That's good, because this one's done.;3975;3993
4470;id_34;7;annotator1;Sure;['Type of shot', 'Posture', 'Speech', 'Activities', 'Look', 'Exp of emotion'];['rape scene'];63905;68707;tt1568346;The Girl with the Dragon Tattoo;23.976; Okay. That's good, because this one's done. Have you ever had any sexually transmitted diseases? And when was the last time that you were tested for HIV? How many partners have you had in the last month? And how many of those were men? It's regulation, I have to ask these things. It's a health matter. Write what you want. And why do you need such an expensive computer? For work. Making coffee, sorting mail. I should have control of my money. And you will. Once you learn to be sociable, get along with people. Huh? Can you do that? Why don't we start with that now, huh? Why don't we start with me? You do something for me, I do something for you. That's what normal people do. I want you to have that computer. Feel that. That's gabardine. Unzip it. And... And... I like the reticence. It's almost convincing.;3994;4294
4471;id_35;7;annotator1;Easy Negative;[];[];68708;73186;tt1568346;The Girl with the Dragon Tattoo;23.976; Anita Vanger. Through there. Thank you. Excuse me. I probably should have made an appointment. Mm, no, it's fine. Um... Please have a seat. Thank you. Mikael. Mikael. How do you do? How do you do? So you're looking for investment counseling? Well, I would be if I had any money. I'm sorry, I don't understand. I'm writing a biography of your Uncle Henrik. That's why I'm here. I haven't seen him in over 20 years. Actually, it's a lot more than that. Haven't seen my sister, haven't seen anyone in that family. Most of what I'm writing about predates that, so your recollections are valid. I wouldn't know where to start, if that was a question. Well, then let me narrow it down. I've gotten up to the 1960s, to the event that, you know, changed everything in Henrik's life. Harriet. Um, everything that I know about that, I told to whatever his name was. Morell. My recollections were a lot better then. I'm not really speaking about the event itself. I just want to get a clearer sense of what Harriet was like. She was very messed up. Well, just like all us Vanger kids, really, but... Crazy mother. Drunken father. At least her father wasn't a Nazi. Was he abusive? Mine? No, hers. Not that I ever saw, but you could tell that something was going on. Some days she'd be very withdrawn. And then the next minute she'd be putting on makeup and wearing the tightest sweater that she had to school. And then she'd be studying her Bible like a nun. No Vanger was ever religious. Can you imagine? She was obviously very unhappy. What do you think happened to her? Everyone knows what. You don't have any thoughts about who or why? All that I know is that I felt really sorry for her. I got away when I was 18 and I never went back. And she'd have done the same. But she never made it to 18. Mr. Bjurman, please. It's Lisbeth Salander.;4294;4574
